"","RPpos_933","RPpos_957","eWAT_RPneg_963","RPpos_975","RPpos_981","RPpos_937","RPpos_943","RPpos_947","RPpos_959","RPpos_967","RPpos_979","RPpos_927","RPpos_969","RPpos_973","RPpos_983","RPpos_929","RPpos_965","RPpos_971","RPpos_977","RPpos_985"
"Label","KO_day","KO_day","KO_day","KO_day","KO_day","KO_night","KO_night","KO_night","KO_night","KO_night","KO_night","WT_day","WT_day","WT_day","WT_day","WT_night","WT_night","WT_night","WT_night","WT_night"
"_463.1958_3.7757_Rppos"," 0.65371737"," 1.13059905"," 0.29548634","-0.06079586"," 2.14837924"," 0.62590416"," 0.07403582","-0.41701258"," 0.69629370","-0.10859098","-2.01821098"," 1.16364780","-0.15346260","-2.00955955"," 0.33649871","-1.16356391","-0.21413085","-0.56362916"," 0.03090787","-0.44651359"
"_408.1489_2.1054_Rppos","-0.52026544","-0.09771229","-0.96871009","-0.23734219"," 0.58800902","-0.81242394"," 0.89658103","-0.79255538","-0.08640420"," 1.80285766","-1.26973510"," 1.68769393"," 1.48031353"," 1.67751222","-0.67224688","-0.41231328","-1.05410645","-0.09247083","-0.87336762","-0.24331371"
"_695.1329_1.1139_Rppos"," 0.3880817"," 1.1882286"," 0.2373299"," 0.6790733"," 1.6372206","-0.7490264","-0.6730857"," 0.1881468"," 0.6018286","-1.6487973","-1.5906829"," 1.2683703"," 0.4333740","-2.1068079"," 0.6129704"," 0.2816246","-0.5551461","-0.5380827","-0.1674841"," 0.5128644"
"_387.0132_1.2179_Rppos"," 1.46262130"," 0.36227433","-0.29718372"," 0.19094804"," 2.00159187"," 0.08810077"," 0.14537210","-1.21377938","-0.27531915"," 0.83470115","-1.32857282"," 0.08766812"," 0.70747154"," 0.31292144"," 1.25699343","-0.76151331","-0.67741788"," 0.23668045","-1.13782901","-1.99572928"
"SAH / S-Adenosyl-L-homocysteine_metlin_385.1289_1.4747_Rppos"," 1.349231396"," 0.776742998"," 0.386719088"," 0.188030096"," 0.368247793","-0.003539106","-0.551197946","-0.170108911"," 0.261521464"," 0.646141494","-1.258820269"," 1.513562878"," 0.789713566","-0.817272947"," 0.570462778"," 0.154686811","-0.721990039","-0.144160195","-0.289211167","-3.048759779"
"Benzoylmesaconine_590.3028_5.1412_Rppos","-0.76390889","-0.12016940"," 0.92736457","-1.65482087","-2.08443465"," 0.32987383"," 1.51637940"," 0.40262517"," 1.02622288","-0.65485365"," 0.11953211"," 0.10658874"," 0.08464861"," 0.01904976","-0.61289766","-0.67841345","-1.01909886"," 1.34441909"," 0.07299695"," 1.63889632"
"_407.2381_1.3476_Rppos"," 0.9670384"," 1.4643255"," 0.1871079","-1.1056945","-0.8886665","-1.2687557","-0.2049279","-0.8433254"," 1.5776126"," 0.1178461","-1.0263017"," 0.7111884"," 0.8615048","-2.0342160"," 0.6026025","-0.5153454","-0.2723288"," 0.1958830"," 0.1289302"," 1.3455223"
"Cercosporin_535.1627_1.087_Rppos","-0.76493335","-0.08346472"," 0.55924990","-0.53266455","-0.29433763"," 0.74533760","-0.80716521"," 0.59184240"," 1.20023632"," 0.62956661"," 0.46864889"," 0.71263203"," 0.82687957","-0.46703831"," 0.35830476"," 0.60488196"," 0.41156263","-2.29224915"," 0.65376979","-2.52105954"
"_686.1522_3.7212_Rppos"," 0.918241163"," 1.237556519","-0.346629010","-0.187158815"," 0.009943643"," 1.493134222"," 0.150481032","-1.423244431"," 0.321674159"," 1.043822734","-2.189781816"," 1.111811806"," 1.044264163","-1.190199417","-0.957042605"," 0.133228203","-0.401808733"," 0.493576853","-0.227195781","-1.034673889"
"_348.2183_1.1186_Rppos"," 0.4937165061"," 0.7610131696"," 0.6633522992"," 0.6035936712"," 0.9364970009","-0.0005688816","-0.2361629404"," 0.4704833569"," 0.5939243063","-2.3093854287","-1.5210157102"," 0.9231795758"," 0.4187928482","-1.1978074530"," 0.5707078131"," 0.4717846521"," 0.0728695071","-2.1487580443","-0.2790198375"," 0.7128035893"
"[(2R,3S,4S)-3,4,5-trihydroxy-5-(hydroxymethyl)oxolan-2-yl]methyl dihydrogen phosphate, D-Fructose-6-phosphate disodium salt hydrate , Fru-6P, F6P_261.145_1.6845_Rppos"," 0.1963311","-0.5230235"," 0.1095504","-1.3976416"," 0.5712797"," 0.2418175"," 1.2355724"," 0.1409623","-0.6086975"," 0.2000770","-2.3554516"," 0.8809445"," 1.5923592","-1.5200864"," 0.4785498","-0.3941244","-0.4198050","-0.2888257"," 0.2836046"," 1.5766071"
"_408.1615_4.9272_Rppos"," 1.17028243","-1.80788872"," 1.38910610"," 0.18392122"," 1.07500486"," 1.46974765","-0.28204774"," 0.18259926"," 1.76378574"," 0.39212285","-1.09231615","-0.23924031","-0.68182822"," 0.34166604","-0.80905135","-1.09889984"," 0.02937949","-0.35007265","-0.29426442","-1.34200624"
"_1042.1935_1.1154_Rppos"," 0.4971456"," 1.0904989"," 0.6322430"," 0.6840473"," 1.4461785","-0.4712517","-0.6327273"," 0.2173479"," 0.6083423","-1.5763895","-1.4490831"," 1.0405803"," 0.2791501","-0.1679292"," 0.5623883"," 0.2470990","-0.4944916","-2.6360412","-0.2648429"," 0.3877353"
"_696.125_1.1364_Rppos"," 0.64899967"," 1.12126787"," 0.37659360"," 0.65889451"," 1.93570087","-0.37874554","-0.28075740","-0.01377132"," 0.61731873","-1.02210363","-1.44276997"," 1.21739144"," 0.48828976","-2.23626652"," 0.70357833","-0.06692970","-0.66516376","-0.99849374","-0.77238580"," 0.10935260"
"Inosine_msDial_269.0927_2.0887_Rppos"," 0.4201713","-0.1644093","-0.3649078","-0.4580573"," 0.6419237"," 0.1599793"," 0.7151810","-2.8108039"," 0.5084851"," 1.5581781","-1.3406469"," 1.0629194"," 1.1287301"," 1.1584816","-0.6056950","-0.4456306","-0.6866928"," 0.2362394","-0.2412687","-0.4721767"
"Guanosine_msDial_284.0991_2.0723_Rppos"," 0.76119268","-0.75650946","-0.29606174","-1.48246091"," 0.51164130","-0.24120660"," 0.28964158","-0.12465428"," 0.21440934"," 2.02849570","-2.11638580"," 1.51171828"," 0.82633134"," 0.81385470"," 0.16799010","-0.45342095","-1.59488677"," 0.17174404","-0.25619075"," 0.02475822"
"Azoxystrobin_404.1287_2.169_Rppos","-0.08005521"," 0.95579324","-0.49534834","-0.19488665"," 1.40327015","-0.30951873","-0.60017207","-2.27523610","-1.08566340"," 0.71704574","-0.62248574"," 0.49184085"," 0.03298655"," 2.29489941","-0.50095889","-0.30625987"," 0.81991704"," 0.87449800","-0.87317491","-0.24649110"
"1-(2-Carboxyphenylamino)-1-deoxy-D-ribulose 5-phosphate_350.0722_1.151_Rppos"," 0.8496207"," 0.3850443"," 0.1098249"," 1.0045820"," 0.8646336","-1.2070205"," 0.6219412","-0.2756891"," 0.7855066","-1.3336041","-1.3039684"," 0.9019951"," 0.2770828","-0.4764103"," 1.0863051"," 0.6298072","-0.6983424","-2.4483156","-0.6427140"," 0.8697208"
"_262.1649_2.5149_Rppos"," 1.0090591"," 0.4782831"," 0.3339883"," 0.2359481"," 0.7769930"," 0.6260227"," 0.7789551","-1.8164396"," 0.9864429"," 0.6990337","-0.3614856"," 0.3641400"," 0.5244060","-0.7855260"," 0.7013172","-0.0662360","-0.4666147","-2.0600957","-2.2423703"," 0.2841787"
"_466.1331_1.1929_Rppos"," 0.50320229"," 0.96575086"," 0.46995115"," 0.03196119"," 1.48415893"," 0.58865463"," 0.61351555","-1.08860585"," 0.63630903"," 0.44141444","-0.35843258"," 0.67682408"," 0.53193415","-0.10993505","-0.36845708","-0.46450783"," 0.17495699","-2.13197937","-2.65873471"," 0.06201919"
"Glutathione (oxidized)_msDial_613.1589_1.4893_Rppos"," 1.28940490"," 1.71059908","-0.69486208"," 0.54334790"," 0.14826562"," 0.06757988"," 0.20462918","-0.07803705"," 0.99576843"," 0.67028687","-1.48000374"," 1.31803089"," 0.20396424","-2.38669122"," 0.18820879","-0.38175232","-1.35296498","-0.03505809","-0.40903912","-0.52167719"
"_160.2342_1.1649_Rppos"," 0.81432871"," 0.61488957"," 0.36881014","-0.09693782"," 0.71409932"," 0.87003398"," 0.10211737"," 0.69224772"," 0.46787782"," 0.19073386","-1.63930141"," 1.11577591","-0.18673075","-1.40275545","-0.02456087"," 0.69042316","-1.07342938"," 0.21156081","-2.83352994"," 0.40434726"
"Nelfinavir_568.3216_5.1592_Rppos","-0.08610566","-1.82875428"," 0.53394971","-0.78783297","-2.43391598"," 0.52612283"," 1.38574746"," 0.41555871"," 1.00175239"," 0.04270324"," 0.31865572"," 0.08076408"," 0.26500079","-0.79222113"," 0.02799608"," 0.04433850","-1.28248612"," 0.93903301"," 0.19025342"," 1.43944020"
"_664.1714_3.7268_Rppos"," 1.14802555"," 1.04934709","-0.25840003","-0.24852542","-0.05714587"," 1.65116291"," 0.29541628","-1.42497804"," 0.40290131"," 1.07383397","-1.83012278"," 1.25036667"," 1.04622978","-1.56568563","-0.03654742"," 0.09079058","-0.73817061","-0.46434310","-0.46545062","-0.91870461"
"Propionylcarnitine_msDial_218.1386_2.2486_Rppos","-0.2896870","-0.2238789","-0.3291979","-0.5314080"," 0.7499741","-1.7919932"," 0.1293977","-0.4601200"," 0.3783746","-1.0167477","-0.2423145"," 1.2763217"," 1.1644545","-2.4219187"," 1.1060821"," 0.3021071","-0.5837042"," 0.7285724"," 0.8185562"," 1.2371296"
"NCGC00179744-02!(2S)-2-[(1S,2R)-1,2-dihydroxypentyl]-4-methoxy-2,3-dihydropyran-6-one_msDial_248.1495_1.5676_Rppos"," 0.45057994"," 1.32288442"," 0.45382471"," 0.98508160"," 1.46532034"," 0.05324062","-0.21908363"," 1.03468065"," 1.78947926","-0.06325347","-1.24549764","-0.52952462","-0.61001788","-1.65783700"," 0.23489488","-0.92615573","-1.66739031"," 0.09594323","-0.11374348","-0.85342588"
"Meleagrin_434.1911_4.5487_Rppos","-0.29500488","-0.86986166"," 0.88534110","-1.12665458","-0.79192982"," 0.43164537"," 1.44504938"," 0.30803502"," 1.01203064","-0.35885976"," 0.02586807"," 0.14474079","-0.19876072","-1.39053787","-0.86139196","-0.70593611","-1.25990982"," 1.65348216","-0.13963744"," 2.09229209"
"_570.3389_5.0086_Rppos","-0.99952570","-1.46491249"," 1.30773259","-0.84129576","-1.49204636","-0.09053405"," 1.82746609","-0.18286661"," 1.05417984","-0.49055575"," 0.50705592"," 0.07079783"," 0.18620775","-0.18858294","-0.38217229","-0.33175720","-0.78422831"," 0.26959234","-0.24231609"," 2.26776119"
"NCGC00179744-02!(2S)-2-[(1S,2R)-1,2-dihydroxypentyl]-4-methoxy-2,3-dihydropyran-6-one_msDial_248.1491_1.4654_Rppos"," 0.17232136"," 0.70776545"," 0.24755280"," 0.34140714"," 0.96968005"," 0.57352506"," 0.47417983"," 0.49978145"," 0.81100467"," 0.15657024","-0.15133385"," 0.09931286"," 0.31210546","-0.88359605"," 0.03683158","-0.02329504","-0.15696248","-3.85567340","-0.22450046","-0.10667669"
"C14-SAS (TENTATIVE)_279.1912_0.9839_Rppos"," 1.02969174"," 1.24969021"," 0.53579249"," 0.06851057"," 1.38087878"," 0.31365740","-1.36474225"," 0.96543799","-0.88987439"," 0.22896691","-0.24263424","-1.47475052","-1.89984115","-0.20652144"," 1.27495537","-0.09574308"," 0.11503464"," 0.44679607"," 0.19852011","-1.63382519"
"Isoprothiolane_291.0725_2.087_Rppos"," 0.39006030"," 0.27313288"," 0.02820439"," 0.29422546"," 0.44439296"," 0.18537400"," 0.51413820","-2.94509975"," 0.34448985"," 0.62693271"," 0.13889834"," 0.61957459"," 0.75700678"," 0.89397066"," 0.32560657"," 0.39238974"," 0.15601691","-1.89399252","-1.81271236"," 0.26739026"
"_556.3604_5.7248_Rppos"," 0.05171524","-1.77444899"," 0.79645341","-0.84434154","-1.74445443"," 0.68975205"," 1.39498801"," 0.69714654"," 1.22767318"," 0.38045193"," 0.78652502","-0.55261704"," 0.06195810","-1.49338141","-0.60285866"," 0.33886786","-1.26690890"," 0.30493404"," 0.34692465"," 1.20162094"
"_406.176_4.6418_Rppos","-0.89416520","-1.05494804"," 1.70298843","-1.48299147","-2.02042714"," 0.90973028"," 0.48669036"," 0.78604040"," 1.61293907"," 0.25242657"," 0.49187795"," 0.07834478"," 0.22158525","-0.86572880","-0.53384687"," 0.07140729","-1.10362103","-0.06491889"," 0.77446693"," 0.63215012"
"Guanosine 5'-monophosphate_msDial_364.0654_1.196_Rppos"," 0.41786649"," 0.58327318","-0.10129393"," 0.15757119"," 0.74802815","-0.08428929"," 0.07114855"," 0.10846592"," 0.28911338"," 0.08411258","-0.41519534"," 1.01963066"," 0.60393039","-0.22967985"," 0.46093330"," 0.38999567","-0.17187490","-0.33504861","-3.93983831"," 0.34315076"
"Cinnamoylcholine_235.1637_0.9872_Rppos"," 1.09748262"," 1.25522554"," 0.42279901"," 0.07171619"," 1.03143579"," 0.56358884","-0.65651219"," 1.20725242","-0.25069785"," 0.18869429","-0.06609501","-0.57636251","-1.11981095","-0.08766321"," 0.97044054","-0.40621586"," 0.18421327","-3.01069913"," 0.10498774","-0.92377956"
"_307.5862_1.4879_Rppos"," 0.82733053"," 1.75234678","-1.03127246"," 0.32816533","-0.01780096","-0.93725880"," 0.25372921","-0.69473040"," 0.48348640"," 0.49161901","-1.53458860"," 2.07876739"," 0.51566579","-1.33377205"," 0.48196115"," 0.01801803","-1.56274692"," 0.12815338","-0.72748650"," 0.48041369"
"_332.591_3.7279_Rppos"," 1.08654743"," 0.88909933","-1.16268525","-0.07460340","-0.22329023"," 1.32439212"," 0.21332925","-1.61568995"," 0.25640804"," 1.20076554","-1.80649790"," 1.39838817"," 1.09075062","-1.36315424"," 0.37198178"," 0.33036972","-0.52005646","-0.05458471","-0.57984754","-0.76162232"
"_193.1551_1.0376_Rppos"," 1.21784863"," 0.72527173"," 0.43515301","-0.20099918"," 1.10604661"," 0.29806101","-0.82480914"," 0.31521633","-0.72837558","-0.27533260","-1.24410644","-0.26504691","-0.86318173","-2.35809342"," 1.43304325"," 0.10555539","-0.01009354"," 0.96533422"," 1.33489690","-1.16638854"
"Uridine 5'-monophosphate_msDial_325.0438_1.0659_Rppos","-0.80096146"," 0.27783352","-0.73476644","-0.27828935"," 0.46147580","-2.59101142"," 0.32662553","-0.45177392"," 0.01362234","-1.42317647","-0.44357674"," 1.74486546"," 1.47056115"," 0.55614412"," 0.90821730"," 1.01460523","-0.04646297","-0.60937142","-0.06945356"," 0.67489330"
"Epigallocatechin_msdial4_307.0847_1.4885_Rppos"," 0.7086579"," 1.3719359","-3.0061490"," 0.3455528"," 0.1241639","-0.6276866"," 0.3036285","-0.4002747"," 0.4917376"," 0.4763735","-0.9665468"," 1.6450688"," 0.5626489","-0.8112398"," 0.4585255"," 0.1009963","-1.0237271"," 0.2115941","-0.4296847"," 0.4644247"
"Floctafenic acid_333.0926_3.7319_Rppos"," 0.95084298"," 0.81613424"," 0.08889455","-0.19828345","-0.20887167"," 1.26140942"," 0.27774178","-1.85151849"," 0.21491378"," 1.21376842","-1.74652313"," 1.39980956"," 1.22491753","-1.57289391"," 0.29178436"," 0.24132272","-0.82027692","-0.29218760","-0.60083111","-0.69015305"
"_268.0866_1.0918_Rppos","-1.9566917","-0.7492087"," 0.7527833","-0.9345592","-1.2452318"," 0.6656262","-0.7843481"," 0.4884626"," 1.3429772"," 0.7045457"," 0.7582065"," 0.6800685"," 0.9451704"," 0.1525909"," 0.2306937"," 0.7326542"," 0.4582685","-1.3337041"," 0.7862595","-1.6945636"
"3-hydroxy-C8-homoserine lactone_244.1547_4.1352_Rppos"," 1.11396730"," 0.85401244"," 0.34016673","-0.92779857","-0.64308209"," 1.02842956"," 0.65395457"," 1.49198092"," 0.92749827"," 1.14942533","-0.15966808","-1.04188243","-1.17090664","-2.41193782","-1.03808981"," 0.12443582","-0.51800114"," 0.01832030","-0.07397159"," 0.28314692"
"1-Isothiocyanato-9-(methylsulfinyl)-nonane_248.1137_4.3193_Rppos"," 0.76927228","-1.69050174"," 0.28747810"," 0.78794804","-1.41726147"," 0.59784646"," 0.33513927","-0.25282805"," 0.30459049"," 0.60630463"," 0.34464971"," 0.64713000"," 0.39212062","-2.07083833"," 1.10734498"," 0.51219872","-2.20990535"," 0.65421443"," 0.24947110"," 0.04562613"
"Flavin??adenine??dinucleotide_msDial_786.1639_3.9767_Rppos"," 1.19775122"," 1.58264358"," 0.43978446"," 0.17490285"," 2.25160837"," 0.56838985","-0.06624499","-0.11821781"," 0.25687656"," 0.42865518","-1.63726061"," 0.59178506"," 0.29475874","-1.19430123","-0.07059468","-1.04401203","-0.99590180","-1.21898583","-0.82033705","-0.62129984"
"Adenosine Monophosphate_msDial_348.0707_1.1095_Rppos"," 0.23208967"," 1.01126114","-1.36739820"," 0.64616378"," 1.55419255","-1.09719174","-0.28013787","-0.01092096"," 0.50495105","-1.40025125","-1.15322498"," 1.58780702"," 0.82110696","-1.84674674"," 0.80069070"," 0.54906272","-0.49700122","-0.43869878","-0.21466062"," 0.59890678"
"Butyryl carnitine (isomer of 920)_msDial_232.1545_3.8506_Rppos","-0.2067058","-0.6252804","-0.1275276","-1.1075845","-0.1178242","-0.9157692"," 0.2528342"," 0.1968141"," 0.5008992","-1.2965714","-0.9032743"," 0.9768454"," 0.8583436","-2.2653791"," 0.8789908"," 1.5401534","-0.5364652"," 0.6901345"," 0.6281428"," 1.5792238"
"Ergothioneine_msDial_230.0971_1.0565_Rppos"," 0.952240657"," 1.030470912"," 0.630412550"," 0.898844010"," 1.173471936"," 0.715202342","-1.326366161"," 0.389925091"," 0.007727239"," 0.787192377","-0.894568911"," 0.432183145","-0.001871225","-0.613082513"," 0.493368356","-0.211085792"," 0.229091946","-2.338908901","-0.322325539","-2.031921518"
"_163.9786_0.9783_Rppos"," 0.7325018"," 0.4095425"," 0.9622260","-0.7662947"," 0.7312471","-0.4936061","-0.7323174"," 0.8626698","-1.0068010","-0.3319148","-0.8668107","-0.2874173","-0.6413320","-0.7177588"," 1.9824436","-0.2786343","-1.0635265"," 2.0120706"," 0.8702665","-1.3765547"
"Pro Leu_metlin_229.1547_1.3954_Rppos"," 1.36880731"," 0.99188339"," 0.29929830","-0.01355433"," 1.82759662"," 0.97139865","-0.76421751"," 0.17964398"," 0.74108232"," 0.39277697","-2.04349420"," 0.33923940"," 0.15424879","-0.52734998"," 0.29981296","-1.67320310","-1.17792222"," 0.02052534","-1.24903620","-0.13753651"
"Clomeprop_324.0592_1.008_Rppos"," 0.6002828"," 1.1229126","-0.9722849"," 0.1226409"," 0.3669742","-0.8731216","-1.2940031"," 0.3295627","-1.6417641"," 0.3235557","-0.1111844","-0.8043178","-0.9984362"," 2.3419515"," 0.5798650"," 1.6236185"," 0.4645199","-0.1295706","-0.3844546","-0.6667466"
"_574.3099_5.6085_Rppos","-1.57031515","-1.61790349"," 0.89395072","-1.00824319","-0.09835151"," 0.18758732"," 1.45241844"," 0.04217998"," 0.91406889","-0.76168334"," 0.39144319","-0.09839493"," 0.30798433"," 0.34755939","-0.75193553","-0.73871217","-0.98031786"," 1.48309219","-0.33514403"," 1.94071674"
"Inosine-5'-monophosphate_msDial_349.0566_1.2123_Rppos"," 0.1729393"," 0.5770971","-0.4334273","-0.2433698"," 2.3557486","-0.7110432"," 0.7232681","-1.1226530","-0.4945276"," 0.3635799","-1.1183143"," 0.8287471"," 0.9237838"," 1.4810473"," 0.8997927","-1.4491979","-0.2539781","-0.5393435","-0.9353641","-1.0247850"
"_270.0956_4.3115_Rppos"," 0.788561892","-1.579217819"," 0.330460681"," 0.602059304","-1.316874039"," 0.760439590"," 0.533523554","-0.000766955"," 0.454363809"," 0.541793549"," 0.291586322"," 0.461609293"," 0.347535424","-2.687211847"," 0.753359368"," 0.318440595","-1.831816943"," 0.718355620"," 0.218364945"," 0.295433656"
"_526.2787_5.1341_Rppos","-0.29403215","-1.69026337"," 1.20184586","-1.19923132","-1.69619852"," 0.42441193"," 1.49852398"," 0.40044177"," 0.90968962"," 0.11226124"," 0.48084276","-0.22630735"," 0.10335194","-1.00682868","-0.60142928"," 0.04611373","-1.34861620"," 1.05046808"," 0.37238597"," 1.46257000"
"N-Acetylglutamate_msDial_190.0709_1.6321_Rppos"," 0.47565347"," 1.23486087"," 0.36626373"," 0.31956032"," 2.28813053"," 0.08650315","-0.52196207"," 0.26590421"," 0.89285701","-0.44043798","-0.76940190"," 0.70965410","-0.78146758","-2.66521660"," 0.36719516"," 0.09989611","-0.84297045","-0.85943356","-0.16806852","-0.05752000"
"Adenosine_msDial_268.1044_1.8923_Rppos"," 0.4990572","-0.2155455","-0.2038408","-0.4243998"," 0.9128269","-1.1410697","-0.1717292","-2.0785457","-0.4378907","-0.4220081","-1.3171886"," 0.9980114"," 0.8530231","-0.1664221"," 1.5487133"," 0.4807965","-1.5753002"," 1.3758490"," 0.8725944"," 0.6130686"
"_468.2348_4.4883_Rppos","-7.962798e-01","-1.804341e+00"," 1.737824e+00","-1.210441e+00","-1.442297e+00"," 9.478916e-05"," 1.548905e+00","-1.355515e-01"," 4.805483e-01","-5.547200e-01"," 3.407819e-01"," 4.027338e-02"," 2.124410e-01"," 2.028160e-01","-2.666232e-01","-1.350921e-01","-1.004835e+00"," 1.079476e+00","-5.848688e-02"," 1.765506e+00"
"Acetylcarnitine_msDial_204.1233_1.3469_Rppos"," 1.022229107"," 0.964287015","-0.872189176","-1.252693298"," 0.885719562","-2.128875916","-0.219138761","-1.479272207"," 0.881952399"," 0.003098033","-0.894532640"," 0.641860337"," 1.361368284","-0.272248094"," 1.122243435","-0.292456984","-0.719407277"," 0.475008566","-0.260761134"," 1.033808749"
"Eserine_276.1797_3.9684_Rppos"," 0.20886778"," 1.49902793"," 0.09986153"," 0.99234164"," 2.23502475","-0.39025218","-0.49234772","-0.49757902"," 1.05098358","-0.48935868","-1.00388875"," 0.61585171"," 0.90351776","-0.76020575"," 0.54493100","-0.43343099","-0.78452835","-1.98945916","-0.78909862","-0.52025846"
"Hispidulin acetate_427.0941_0.9915_Rppos"," 1.11976828","-0.98580620"," 0.19335500"," 0.47596926","-1.36736377"," 1.27385114","-1.34709742"," 1.21109592","-0.07104927"," 1.36292292","-0.47040900","-0.39164772","-1.13214115"," 0.47219910"," 1.28020582"," 0.41338264","-0.06933081","-1.26023792"," 0.72814564","-1.43581246"
"_307.0244_1.4113_Rppos"," 0.552803718","-0.140447939","-0.157507505"," 0.083073282","-0.758285305"," 0.201772200"," 1.053504941","-1.416732124"," 0.008877629"," 1.014825143"," 0.281565756","-0.722565920","-0.048172236","-2.186036712"," 1.089080915"," 1.397775355"," 0.089468152"," 0.900666997","-1.993952509"," 0.750286163"
